unique_id,MetaARIMA,AutoARIMA,SeasonalNaive,Moirai2
T000000,1.097404374495223,0.9495269780225373,1.5242553467400846,0.8992616747965047
T000001,1.5214486684580146,0.49748563052344097,5.067890776131461,2.8995518177184083
T000002,2.051089391776025,1.8529186754706262,2.084662781811234,2.01574553831142
T000003,1.7689382543648746,2.249830179581461,2.7219846925310107,1.545872973162444
T000004,2.071627735596386,1.8850736531751604,1.6524359345591428,1.333662921814757
T000005,1.274236719121977,1.0469125192304705,1.0538568450312717,1.2774979708673557
T000006,1.0216660855948212,1.0002807795644566,1.4884688232536332,0.8213782524613221
T000007,0.4752780800933025,0.6518672341182482,0.24400643604183428,0.39411899508340453
T000008,0.7148624737315993,0.7139031044346111,0.7199498838453708,0.6236628949889556
T000009,0.551551547253144,0.407840580448701,0.6034793609429803,0.5537210937662752
T000010,5.221999536019599,5.366506913749276,3.249888983774552,4.2623775502375105
T000011,0.4938566175508931,0.7664053983927166,1.2009140148950577,0.7053962686857664
T000012,0.5629035401322058,0.6303076293604278,0.8907118285260652,0.47814035655392895
T000013,1.8991581515571594,1.8985601820448472,1.8266891445193705,1.2928094695821837
T000014,0.9269749668032358,0.970337617528337,2.035084008560488,1.4510308890655836
T000015,0.3178059308012223,0.3178059308012223,1.0405970149253732,0.16701263427734375
T000016,0.23792252525834356,0.5981511814808352,0.8019323671497582,0.279248436512415
T000017,0.6507785545641614,0.6511644734184222,0.8355114067177327,0.7199379186478064
T000018,0.9507109134556735,0.9582306826550194,0.9632269138356688,1.0819937014905743
T000019,1.7523948336133413,2.442391747472597,2.3579480397642176,2.383199788847794
T000020,1.1976981266185802,0.9266527274437913,1.0110262704562112,1.3437453578625853
T000021,1.0993079735471984,1.0515028093277807,1.185101617390484,0.9433937972509443
T000022,1.1326104573245626,1.1326104573245626,1.1454523724154417,1.230580720733938
T000023,0.48507633525589827,0.47314123087869087,0.41005573342819873,0.3705894807670572
T000024,0.981881844107902,1.07593558073423,1.505389403370275,1.216006132907384
T000025,2.0989589591973146,1.863859067093389,2.43125,3.1458536562712296
T000026,1.5505246789878888,1.5956484025397097,1.6502635325856168,2.4387328878967818
T000027,1.6002363989900372,1.551886713584426,2.0254013587779656,1.5790746541018923
T000028,0.49344289084318044,0.591794010669905,0.9802563214409421,0.589320265714132
T000029,0.8532371532893046,0.789098847897032,1.1695616211745243,0.7225516408410715
T000030,1.6140453802609886,1.54957307628632,1.7851162790697674,1.625175059528385
T000031,2.0211802270808397,1.7625638419575624,2.012789979712446,2.041769122766147
T000032,0.9160291338509029,1.047267491604228,1.0747772181325068,1.3122471884887963
T000033,1.4892998039073053,1.3208604515877758,1.6819794952681386,1.2548259049183939
T000034,1.926989000267145,2.662374793095482,2.453647313574232,2.454122725319098
T000035,1.4794737375723483,1.4155331686027601,1.173907388137357,1.1222020049000878
T000036,1.373424495459485,1.5579486980174522,1.6185522323363677,1.0225224753298385
T000037,2.8373577180608303,2.8574994249600887,2.1666666666666665,1.646103847173997
T000038,1.984080684040934,2.15480264184503,2.347807551766139,2.2026859111530337
T000039,3.349303016211569,2.8365642674526907,1.8665689149560116,0.5945308159523345
T000040,1.4268348209314208,1.4268348209314208,1.518964794635373,1.443812016169763
T000041,0.4550430902470787,1.3099613728984947,0.8856738162687171,0.6385240102149217
T000042,0.4727997952299554,1.2734131399977193,0.9176554200464055,0.6742299511900396
T000043,0.5626439263851938,1.1990486923648553,1.0494522691705792,0.5344291770588812
T000044,0.5869467558207769,0.5865846962906693,1.4136695691996557,1.7035854084325055
T000045,0.2673342473425525,0.33085607389801763,0.7840703971119135,0.2942347979861191
T000046,1.8040975340576386,1.0532941647450191,0.9914598272987298,1.0997251836841397
T000047,1.8238653997546093,1.1502631956468075,0.9465291689635237,0.7009305507383414
T000048,0.8230911609415505,0.7264067879816641,0.4644882124738885,0.25198438593751465
T000049,0.401248440730037,0.3811621475448178,0.47355974336204987,0.6051039932846694
T000050,0.33619384563014326,0.3347613786992353,0.48355076574021555,1.0077234918396376
T000051,0.32999557391769024,0.7032824068599145,0.5606670378994971,0.7444442363318162
T000052,0.5324976260341658,0.750994991176216,0.7721169036334915,1.0066364915073385
T000053,0.5358333517463336,0.42417298006736587,0.6882219538626193,1.2278092974110186
T000054,0.4331095317547144,0.35092053837667375,0.3902312485982131,0.3166156323140207
