unique_id,MetaARIMA,AutoARIMA,SeasonalNaive,Moirai2
T000000,1.3723743323867443,1.2862850241398611,1.6491688222251204,1.0868223179180114
T000001,0.9438420009022721,0.9014218548483013,1.2494466121818375,1.0137699181639763
T000002,0.7343340122310561,1.561805116740018,0.25672111670210135,0.6663247866716849
T000003,0.8485007498737798,1.35720912576359,0.9965877399854156,0.8023735350846756
T000004,0.6878538252542875,0.6463929237448396,0.8340772167272102,1.021830672794961
T000005,1.4491243332130457,1.8024668704672164,1.0835374743782158,0.9536959104877654
T000006,0.19980987149338467,0.46365661318921947,0.33569241986725074,0.3964662516835979
T000007,0.5565212443098897,0.21970702539835027,0.39854448278105087,0.23364339754744948
T000008,0.4511054607406817,0.8543427791915497,1.1842062512184026,0.7919154662015075
T000009,1.2839158953390255,1.1022093595485922,1.1847727956665661,0.972605555738414
T000010,1.0683806244077165,0.9692996718538617,0.6754123290772629,0.8721145775041971
T000011,0.5622861319741057,0.5793612280819916,0.5646796460110318,0.4088368471009314
T000012,0.4188061793141271,0.3352086901906601,0.35355880054734284,0.26387760244751857
T000013,1.3175431733487029,1.2350077986026287,1.6259103322554223,1.992456933491225
T000014,0.309693763090608,0.22506095442042848,0.5993749196934733,0.25512513644078894
T000015,1.858139648765143,0.9008984381178022,0.9806154432708969,1.0903452465400696
T000016,1.414129027813073,1.370919450452191,1.8850836714880268,1.375415960846156
T000017,0.5611642553581822,0.35839902490855924,0.6475916848316164,0.4003837863061085
T000018,0.8814795747832935,0.8409931474288914,1.1803668767023603,0.8461075351863628
T000019,1.0416547120934503,1.0492321601794068,1.0667330025940251,1.03461309863219
T000020,0.6196948301215467,0.7717038477177638,0.9965662357159398,0.5509090979063271
T000021,0.8131856537042286,0.7594050601464825,0.7578788476009602,1.0040194538444656
T000022,1.0940684516733976,1.0074330634255912,0.9008029452394446,0.9613703746368677
T000023,0.7636475462638659,0.748772257295224,0.6914321093489547,0.8817834688344616
T000024,0.674510571030559,0.6688704123736576,1.0628719369894983,0.5852319866523163
T000025,0.6657239569664836,0.6543224640920813,0.563599221629466,0.8391048712688692
T000026,0.9371315882523525,1.292211228467678,1.2147810080940014,1.0126102612663581
T000027,2.418043573036846,2.9322277957814045,3.026296139554774,3.2292196650222347
T000028,1.2000851915656905,1.197060790518361,3.3100216627479986,1.7307950146991322
T000029,0.36372971561326845,0.3979621893831124,0.46460898954974555,0.5281929914304306
T000030,0.7020775711673257,0.6493961569956033,0.8900268246166251,1.0739967358376104
T000031,1.4551496518597318,1.3688537816157627,1.445817701438071,1.379987084200872
T000032,0.6654578827932786,0.6661068578002354,0.7721733744200271,0.6994350110406693
T000033,0.7625302198985814,0.7989337434434765,1.097463957316381,1.1578504494692927
T000034,0.9888197231977904,1.194470773129774,1.8303978938413255,1.3603087425308682
T000035,0.4501090120636931,0.5547529873584157,0.9282440895601207,0.4754098518869907
T000036,0.9785982791205007,1.0993495717233364,1.1953654603583248,0.9926894355193702
T000037,1.018219465095006,1.0198069365184719,1.0494205519215494,0.9239856598725799
T000038,0.6038662718854565,1.2592806865358348,1.1475812532847882,0.7696533761003446
T000039,0.6223701754373088,0.7438359426188554,0.8739506251702029,0.863457325444382
T000040,0.8558802191947475,0.8603051857198987,0.8592655924644511,0.8984931860930765
T000041,0.849900236211983,0.9412253643763363,0.7670492646667494,0.9208272675345021
T000042,0.6487335758175816,0.6428144471892712,1.084996251498724,0.4767569384382249
T000043,0.6191397322675681,0.5967829692498735,0.6420433932897216,0.655133836838647
T000044,1.039632330310701,1.2319181647877049,1.1139236117447398,1.0859501349534206
T000045,2.3417703546019566,3.620625312313722,3.7881573175151155,3.883984674884725
T000046,0.7877557583402183,0.5408725252183688,1.0633564023458126,0.6036912102806499
T000047,0.7641862059397204,0.6837783856633857,0.6271042187823274,0.8668650573091039
T000048,0.8612101300031826,0.7005420276658487,0.7750649391789153,1.003937804874163
T000049,2.1093834764334005,2.1283116694911652,2.005355358963532,1.90775563149466
T000050,0.6102293264342046,0.5602867162783741,0.775281577370036,0.6812161991224052
T000051,0.9433813935795986,1.303635195209004,0.8893100833965124,1.1672904092529852
T000052,1.0898331421736198,1.2799324437722763,1.377286798761709,1.3551597762131307
T000053,0.5136950968923151,0.643793916811304,0.8679955366200041,0.4370821128778657
T000054,0.7240535104257154,0.7388365309957564,0.6698888451549585,0.7637309705256823
T000055,0.8783535541403446,0.8070170757274304,0.9511629345540022,1.021083358241738
T000056,1.3342241264267518,1.3012896583106284,1.1998549180107647,0.6521986072275963
T000057,1.0097173871797986,1.074853680910841,1.596081299561167,1.1992736482778097
T000058,1.09069882425274,1.1042292244585887,1.0555136358736659,1.0557013511623448
T000059,0.9553977289453297,1.226103827750318,1.0611533586818758,1.1844883802396138
T000060,0.8221118157362785,0.8971681064147764,1.124769033969773,0.7756148909564585
T000061,1.523041170376933,1.6103344867642413,1.7692062640421178,1.592577157312066
T000062,1.350554216905258,1.4596502181999436,1.5662484610423875,1.2449853663051187
T000063,2.342126469334162,3.0261016137865435,4.298530031708792,3.4136083883244512
T000064,1.244818751867554,1.5757573094481074,3.4237006617666292,1.6643798106514511
T000065,0.48371938629674477,0.3636825975614972,0.6592505460559819,0.5553027305117065
T000066,0.859138910557943,1.0096361483835725,1.059796437659033,0.9341599528241309
T000067,0.6012598316410354,0.6478468685692559,0.7061703027739167,0.5955041770222699
T000068,0.48311718423374106,0.4614213522220742,0.8225934641337718,0.611590156994494
T000069,0.6751260101026536,0.7993393849045656,1.0813119558658737,1.0098721810922822
T000070,1.2077691776363053,1.525992721400641,1.6525323991548344,1.4859405920636912
T000071,0.4475967435002147,0.5105428446358703,0.9523976981903352,0.6899894723084367
T000072,0.7717513203237034,0.9092221517224925,0.5769820687984986,0.8329455092295359
T000073,0.7823960313230434,0.8317546928307188,1.0365183004119574,0.7519796114984328
T000074,0.7748757763304388,1.068791079207938,1.3097121575194155,1.0402097739747123
T000075,1.7592078351967742,2.0491240130744357,2.1281225467501357,1.8771805174768892
T000076,1.2568153644217281,1.407800691371152,1.5606944906872444,1.1130991378960797
T000077,1.3289089720578007,1.2935485577926553,1.3436964826768543,1.3047992483678503
T000078,0.4985624408606829,0.5649509519607769,1.1297188615800602,0.5369231740816852
T000079,1.1019080455284533,1.2186549422597028,0.7897097884899162,1.429976729183319
T000080,0.8588937513483874,1.024800259045271,1.2377648650002504,1.0629914854199018
T000081,3.4520090145631412,3.7956054511703536,3.584223955324475,2.6558012335189796
T000082,1.4286701372041397,1.6795720373241128,2.2141737767717222,1.8693252236673312
T000083,1.2254219567105138,1.3147272193499808,1.407484089545567,1.1637613385653167
T000084,1.4185314080453668,1.7522439542198216,1.8840065876755574,1.641588668023969
T000085,0.8135861954027405,0.8384874297427999,0.9020300311589541,0.8673625689650537
T000086,0.9038911771080111,0.8119220123474999,1.0304747224363113,0.7513376860090472
T000087,1.0003690787116857,0.9630434094119505,1.2537966453521663,1.0392636996140163
T000088,1.0675469916464417,1.1876325630722504,1.4875199263471064,1.085575502474277
T000089,1.0030249348106641,1.1004110177222048,1.5915650286165384,1.0221481008650748
T000090,0.6394360435082074,0.7343836146133695,0.7487860559501377,0.9739326402957516
T000091,0.4171145108744221,0.5164561969184152,0.33326814185665327,0.43503710426978953
T000092,0.6850154534264015,0.7221285454641494,0.8985971316255563,0.744507391605528
T000093,0.7724656766953533,0.9396867214677368,0.993212502311818,0.4822554715133449
T000094,1.157556512232111,1.3042722607929196,1.7205836998115254,1.3174401560559033
T000095,0.8049748929412587,0.7760519602259982,0.7747211344149246,0.766017312217513
T000096,0.7729814742280215,0.5979794859431024,0.5145801403565379,0.7691623982839298
T000097,1.4940293197911394,1.2658131098282468,1.338758535279154,1.3706554944519378
T000098,0.7869947524235384,0.8235030866997398,1.5443706224113583,1.334119777030277
T000099,1.5813351603893224,1.5177855134244862,1.6575496602761068,1.9559511327458459
T000100,2.841401341723295,2.423118202345564,3.2041794283518494,3.2450265642857823
T000101,0.8226896763174933,0.8226896763174933,0.6919455375980336,0.5655688123820558
T000102,1.170745399911831,1.2018718631314946,0.9240508813945272,1.4310430796537377
T000103,0.5837242096431593,0.7851091407004167,0.47039283332081755,0.5920364996149674
T000104,0.8805278891023917,0.9287114970839415,0.8230561327313346,1.4342681975828717
T000105,1.7942046445558675,1.57363754733816,0.950602078659402,0.9730593955766248
T000106,1.0438720531685592,1.0820819733567195,1.0665636452601832,1.1235219656202724
T000107,0.8724473552298998,0.8190569834446907,0.7460114420136996,0.8152684971691238
T000108,0.9729350159271879,0.9335803521994589,1.0269953051643192,0.9589396597633899
T000109,1.4949405641637639,1.4949405641637639,0.9585974863752641,1.1050484756675076
T000110,0.8414334577914493,0.8414334577914493,0.8222057368941642,0.8686503665973123
T000111,0.6957252964550732,0.8062523456350493,0.8333333333333333,0.7138045815860524
T000112,0.8642868961474213,1.0231590682293645,1.1700376293508936,0.7840435689577454
T000113,0.4844174888882395,0.686233592585638,0.6718164794007491,0.5373464920101094
T000114,0.8873119477627641,0.8978556199883316,0.7658286778398511,0.9580467351988041
T000115,1.1319416504665472,1.20743918045078,1.4830508474576272,1.2025983562577243
T000116,0.9284106507289182,0.8015620239234693,1.495726495726496,0.8477639459137225
T000117,0.6425530877779341,0.9480387581549694,0.9897490279250619,0.8494298725256274
T000118,0.6275439683209246,0.564819865876615,0.8559782608695653,0.661521825928619
T000119,0.6496969217518884,0.6452280681485694,1.1129065888240202,0.7831464846464937
T000120,1.0189712552423538,0.944251542324848,0.9206649831649832,0.8639603592329956
