unique_id,MetaARIMA(0.0),MetaARIMA(0.1),MetaARIMA(0.2),MetaARIMA(0.3),MetaARIMA(0.4),MetaARIMA(0.5),MetaARIMA(0.6),MetaARIMA(0.7),MetaARIMA(0.8),MetaARIMA(0.9),MetaARIMA(1.0),AutoARIMA
T000000,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,2.6965776371023176,1.4064229140833235
T000001,1.6690908110926248,1.6690908110926248,2.016570544548273,2.016570544548273,2.016570544548273,4.864440148175606,4.864440148175606,4.864440148175606,4.864440148175606,4.864440148175606,4.864440148175606,2.0546138005384185
T000002,4.611812456181343,4.611812456181343,4.684079804787271,4.684079804787271,4.259938697189107,4.259938697189107,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442
T000003,5.8063763363636,5.8063763363636,5.860535800335887,5.8063763363636,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887
T000004,3.0955371307249417,3.0955371307249417,3.0955371307249417,3.0955371307249417,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267
T000005,4.267852184694219,4.267852184694219,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877
T000006,8.081385585854184,8.081385585854184,8.081385585854184,8.56614128055411,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936
T000007,0.8509083260500504,0.8509083260500504,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057
T000008,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,5.564180911555963
T000009,4.661703170965131,4.661703170965131,4.58430394783717,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976
T000010,5.847824519680797,5.847824519680797,4.76055958112391,4.76055958112391,4.76055958112391,4.76055958112391,4.76055958112391,4.76055958112391,4.76055958112391,5.73567498048196,5.73567498048196,5.620563712102766
T000011,3.8844633474967054,3.8844633474967054,3.9996512019929096,3.9996512019929096,3.9996512019929096,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.9719749795778507
T000012,4.340471116602156,4.340471116602156,3.830733764639043,3.830733764639043,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847
T000013,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625
T000014,3.1494894379062455,3.1494894379062455,3.1494894379062455,2.41131891681278,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635
T000015,7.158235234244541,6.303041401946835,6.303041401946835,6.303041401946835,6.303041401946835,8.001645051693837,6.303041401946835,6.303041401946835,6.303041401946835,6.303041401946835,6.303041401946835,6.303041401946835
T000016,2.9391158766070746,4.098110943320246,4.098110943320246,3.2640308392534476,3.2640308392534476,3.2640308392534476,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892
T000017,19.74024205649037,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142,18.411331271679142
T000018,1.3185338107177063,1.3185338107177063,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.2102661442274754
T000019,4.021359051727488,4.021359051727488,3.714418359902118,3.714418359902118,3.714418359902118,3.714418359902118,3.714418359902118,3.714418359902118,3.714418359902118,3.714418359902118,3.714418359902118,3.8214606985427952
T000020,1.5675361877968959,1.5675361877968959,1.8002384634816544,1.8002384634816544,1.8002384634816544,1.6242238172601207,1.6242238172601207,1.6242238172601207,1.6242238172601207,1.6242238172601207,1.6242238172601207,1.6242238172601207
T000021,26.43052624723913,26.43052624723913,25.965047863646976,25.965047863646976,25.4754968570428,25.965047863646976,25.965047863646976,25.965047863646976,25.965047863646976,25.965047863646976,25.965047863646976,25.965047863646976
T000022,11.573303925267588,11.573303925267588,8.06226397021394,8.106582923858788,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,12.691981007034897
T000023,1.8773092916111267,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,1.3643845426707764,0.7057246605987398
T000024,5.69000243696676,5.69000243696676,5.69000243696676,5.69000243696676,5.582136313685083,5.582136313685083,5.582136313685083,5.582136313685083,5.582136313685083,5.582136313685083,5.582136313685083,5.886185611709455
T000025,5.360648326849287,3.3450530835797383,3.3450530835797383,3.3450530835797383,3.3450530835797383,6.128471608931435,6.128471608931435,6.128471608931435,6.128471608931435,6.128471608931435,6.128471608931435,2.482065507087245
T000026,3.3413030655676046,0.8584060387977189,0.8584060387977189,0.8584060387977189,1.3588918775306338,0.8584060387977189,0.8584060387977189,0.8584060387977189,0.8584060387977189,0.8584060387977189,0.8584060387977189,3.5337029246946066
T000027,4.262235708646091,4.3217435750570825,4.6223451298811815,4.3217435750570825,4.3217435750570825,3.247026982107453,3.247026982107453,3.247026982107453,3.247026982107453,3.247026982107453,3.247026982107453,3.247026982107453
T000028,6.229919197027544,5.55440445684361,5.55440445684361,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,4.514758518366947
T000029,1.697620738533431,2.884007917630741,2.884007917630741,2.884007917630741,1.8836729658527582,1.8836729658527582,1.8836729658527582,1.8836729658527582,1.8836729658527582,1.8836729658527582,1.8836729658527582,5.678761290154932
T000030,1.5417067474940072,0.8742995475418568,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545
T000031,5.505349749045094,5.505349749045094,5.396741855043954,5.5262535704987705,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954
T000032,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,3.2188238146881263,1.3662344318821544
T000033,1.5950822090176107,0.8585580320997926,1.0664843221444378,1.0664843221444378,0.8585580320997926,1.0664843221444378,1.0664843221444378,1.0664843221444378,1.0664843221444378,1.0664843221444378,1.0664843221444378,0.88798936211819
T000034,1.280614276404352,1.6333810865427585,1.6333810865427585,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262
T000035,2.2122449132138233,1.1111331438165886,2.2122449132138233,2.2122449132138233,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.3026325059346506
T000036,1.583379217211051,1.583379217211051,1.9935141509433962,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487
T000037,1.6098736636522297,1.6098736636522297,1.6098736636522297,1.6098736636522297,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841
T000038,0.8237594209827154,0.8237594209827154,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.9144624679983517
T000039,4.968524172382565,4.968524172382565,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,4.254400014946403
T000040,1.3919779395501446,1.3919779395501446,1.2660969238524507,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,3.6037151756810775
T000041,3.347489464886562,3.347489464886562,3.347489464886562,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784
T000042,2.1673382816974827,2.1673382816974827,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.6888872393201457
T000043,6.2542612464602945,4.393397845529358,5.541331665065111,5.541331665065111,4.404693674602798,5.541331665065111,5.541331665065111,5.541331665065111,5.541331665065111,5.541331665065111,5.541331665065111,3.1395015754798057
T000044,6.715337395998269,6.715337395998269,6.715337395998269,6.715337395998269,6.715337395998269,6.715337395998269,6.715337395998269,6.715337395998269,3.4153448860546636,3.4153448860546636,3.4153448860546636,6.715337395998269
T000045,7.271522464257787,7.740012173332548,7.740012173332548,8.441760879240427,5.213425460000113,5.213425460000113,5.213425460000113,5.213425460000113,5.213425460000113,5.213425460000113,5.213425460000113,7.740012173332548
T000046,10.907143607256488,9.469340153922804,9.174918844483061,4.9697076438021295,9.469340153922804,9.469340153922804,9.469340153922804,9.469340153922804,9.469340153922804,9.469340153922804,9.469340153922804,9.469340153922804
T000047,6.334278720158874,6.334278720158874,6.334278720158874,6.334278720158874,2.741463264648108,2.741463264648108,2.741463264648108,2.741463264648108,2.741463264648108,2.741463264648108,2.741463264648108,6.7054750598515644
T000048,6.146494241646614,6.542122769118088,8.530652860883544,8.530652860883544,8.530652860883544,8.530652860883544,8.530652860883544,8.530652860883544,8.530652860883544,8.530652860883544,8.530652860883544,10.441563437604156
T000049,5.3141643590852174,2.170852975792483,2.170852975792483,1.73915652934568,1.73915652934568,1.73915652934568,1.73915652934568,1.73915652934568,1.73915652934568,1.73915652934568,1.73915652934568,2.133598840010335
T000050,4.022732506111963,4.022732506111963,4.022732506111963,4.022732506111963,4.022732506111963,4.817772309084466,4.817772309084466,4.817772309084466,4.817772309084466,4.817772309084466,4.817772309084466,5.136196873961157
T000051,8.630038029557811,8.630038029557811,8.630038029557811,6.468113729960095,6.468113729960095,6.468113729960095,6.468113729960095,6.468113729960095,6.468113729960095,6.468113729960095,6.468113729960095,4.7488523584839
T000052,2.56476701950209,2.56476701950209,2.6136974386785834,2.6136974386785834,2.56476701950209,2.56476701950209,2.56476701950209,2.56476701950209,2.56476701950209,2.56476701950209,2.56476701950209,2.7151429163973626
