unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1
D1,1.0259500242318431,135,1.0440503538511452,2.730912458578617,0.999994725194517,0.0430844892097792,5.250387941144951e-06,0.7234179458302287,1,52,0.9993389834736587,1.1156513609058781e-10,11.51847753575175,0.8705235549094981,0.7406379969958732,1.00680990248595,0.9615157808574457,27,44,0.9630123664128313,0.07246461525640965,0.2943585776915759,-0.002619523446407411,0.07530746227263647,0.003790707017223347,0.9999999850988388,0.026508276124912064,,,,,34.0,0.371772656366911,1,0.9904854356829511,0.9782280713858909,7.613850103340788,0.2338849706776039,0.10179859364748405,-0.3056234706508496,0.1901941129163699,-0.0451183717368191
D10,0.9767671071342238,88,-7.254326241233256,1.0590163675909383,,,,0.0,1,52,1.0,2.9104284195111704e-66,4.598935998349482,-1.609823385706477e-15,0.5230959086546427,0.645107089447451,1.0,42,7,,0.1033725406819175,0.373665402784565,,0.24538820659214694,0.0,0.9999999850988388,0.0,,,,,5.0,0.47456752723706064,17,0.602881478345401,0.9232035664085376,3.4731944247881574,0.1683882421170299,0.16827954204181422,-0.34338222449510397,0.3596088714343886,0.13821498458490133
D100,0.9909935717473962,135,-4.102535713506591,1.5533969472342675,0.9999999850988348,4.9805135881200706e-14,1.6639600132639655e-13,0.08865705984914815,1,52,0.8893840685973604,4.503479181909393e-06,-9.440006365707433,-5.6654860760163555,0.8021674375443656,1.1419788627910799,0.6712231571855476,25,32,0.9593148898091364,0.02533843954101082,0.37864858528912626,-0.03797080496418224,0.27391403840429523,1.172775241824561,0.9999999850988316,2.4474469591812796e-14,,,,,51.0,0.3088265689492692,8,0.9363831108528227,0.967964969627314,6.606164629593815,0.14236070861971037,0.03120232990292467,-0.4003933046213217,0.17280816369673696,-0.28840104102602576
D1000,0.9190998670367013,142,-3.824721608004407,2.1368794652316687,0.9999996206215754,1.1819701948179856e-07,6.194402596928863e-08,0.6019134633758314,1,52,0.9799420855370852,4.2661940340156404e-08,10.348697594209025,-0.28912613699948936,0.703977394582404,1.546404865756933,0.9471653897130142,36,16,0.8887717516175883,0.02154472773122139,0.4258744909698306,0.0008678259890444739,0.12782923465575877,0.057258225920110685,0.9999999850988388,0.0,,,,,17.0,0.5960953923878471,7,0.9529244400929301,0.9364214654657874,4.598157779415307,0.09842600537263964,0.07472157531086136,-0.4072692752576579,0.30522154909002847,0.08763145120221905
D1001,0.89271098913547,142,-8.436654901060933,1.635266330726599,0.9576894833137143,5.941265377328088e-18,1.389045697332556e-17,0.7301886729269709,1,52,0.9145235229983382,8.409004177416777e-07,9.8930359086549,-2.0883203740924587,0.8157813773874063,2.2957517079762955,0.8188648388974067,29,50,0.8441391887479807,0.036552169419800266,0.4463714124946417,0.0541646543277836,0.07573357411736524,0.2785061915823404,0.9999999850988346,2.4541427141915427e-13,,,,,10.0,0.6213201652148433,21,0.8835508473057709,0.9125028914577725,3.739106868232042,0.028563718798857312,0.09834111109976988,-0.41835805422421574,0.3846582655868126,-0.05769418274314717
D1002,0.9099600240030796,142,-14.421618908904938,0.2139065362218603,0.9999999850988388,0.0,1.2394179531641656e-08,0.06102386705704034,1,52,0.1872650905518397,4.242814995951709e-06,0.6940934733210122,-1.9546668590359668,0.8871368657919468,2.1488796505137477,0.833566514617581,15,17,1.0141188825461414,0.152804489027447,0.2976989793992207,-0.02561789694850326,0.4678835059794977,0.0006298823528035275,0.9999999850988309,2.6308996792362546e-14,,,,,11.0,0.5651789341035303,12,0.8028940792873434,0.9286907298463061,3.141598452405304,0.3041992814252011,0.10883547442418126,-0.22125863481948085,0.17594639052440778,-0.017776647488379205
D1003,0.9080864328053924,142,-4.596163975075195,2.0181984556367953,0.9999996211498867,1.6808997900680535e-07,4.0069268268743946e-08,0.6033016445918649,1,52,0.9791219303187982,4.269052734921368e-08,10.14043000603667,-0.469776232594412,0.6797055252815305,1.4632056917362513,0.9535278711019959,36,16,0.8830169487644226,0.023395571177467087,0.42705315091888385,0.0036775090024256784,0.10923699127236229,0.083251881162761,0.9999999850988388,0.0,,,,,15.0,0.6040876817287443,7,0.9476890791502333,0.9329046953497538,4.396045487154481,0.10178662968344733,0.07724417960093091,-0.40127161884738505,0.3034205386298648,0.09290967505004524
D1004,0.9210390327328475,573,-3.6863402759579733,1.711846122523127,0.9999999850987749,4.390522811783996e-14,1.3154653811292665e-08,0.9028118399634384,1,52,0.9492475229502544,1.9850364685613236e-08,10.164582089641467,-1.9520723633529748,0.9096284961721395,3.210810148343977,0.36831709701228466,1,16,0.9848411997037924,0.03330131327486696,0.4188106778469283,-0.0013491937995360383,0.033869857942591355,0.03826157989634728,0.9999999850988388,0.03618006525913969,,,,,46.0,0.2482332559665321,11,0.9552268788710729,0.9896807944658934,8.783424690894872,0.15183155124642397,0.061612910616458294,-0.4512660960163772,0.24494918144949115,0.3159563312975548
D1005,0.8437951124650974,142,-8.031194750794933,1.3907099803476581,0.999999882925039,2.9647295870742543e-08,3.2314491049460977e-09,0.5048151030793457,1,52,0.9696796159637561,4.730427310752941e-08,8.801412388696171,-0.9239416451122782,0.6067473043575312,1.3955526661171014,0.9678483484225311,20,16,0.8580458814760614,0.030474887972731027,0.429704795174889,0.016016763649157034,0.06999902972057152,0.29929196741308084,0.9999999850988255,7.945032200468803e-16,,,,,11.0,0.6413507237481024,15,0.9115808173676435,0.9168722777480988,3.565810378863848,0.11536929888763649,0.08400698917110574,-0.37949674895571395,0.2965672022034223,0.10930010723912179
D1006,0.9483127207712053,142,-3.9684586453480017,2.1830872979603244,0.9999995733397915,2.485637787707581e-07,5.834612537623169e-08,0.9159344281816016,1,52,0.9648207132443931,1.267513837373017e-07,10.506691239191415,-1.8568476239341183,0.8206165616740799,2.015763953087873,0.8918358951968554,36,16,0.890852671771397,0.04270917040936723,0.4233010613279309,0.029942298384696576,0.11722296726124096,0.018551746860818667,0.9999999850988388,0.0,,,,,12.0,0.5776300049726518,9,0.941753127545206,0.9375609469215066,4.714961258617828,0.129156104512657,0.0854350092909021,-0.4064857775446811,0.2898617560357676,0.02684875316795855
