unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1
m1,0.6367417357886908,163,-52.2896729435218,0.5821899740729298,0.13989201356585038,1.941170417681268e-17,0.5646190373146145,0.08667642762187176,1,12,0.9186940412227167,8.099835653333554e-09,3.532174418379696,-0.214984688853932,-0.021949370691106994,0.11287327163009808,0.9917716917824303,8,2,0.8362219218759931,0.23478971698196002,0.2058979709199027,0.45910456353874995,0.7203721056363185,0.06026032567613251,0.9999999850988388,0.0,,,,,5,0.4907599148455925,33,0.9327147816568708,0.7243884578538057,1.5167150836373788,0.34236558850348275,0.4406147723883346,-0.10836665290967286,0.3818833161622728,0.9201378921661012
m10,1.0580655198578182,240,-46.00005794903364,2.9313165906572456,0.7405277243288864,0.0,0.0,0.6356391538468706,1,12,0.8451947594542799,2.2779499049324757e-06,9.56640096773912,-3.7479382875315963,0.4007211933954366,0.6579963368260032,0.6762730898820897,5,1,0.6883341395004218,0.25623609938687203,0.5869305875119093,0.22990989052472138,0.16129313342109006,0.12051104674067513,0.37623775338337545,0.0,,,,,6,0.5918052731591004,47,0.3704069164609327,0.7534896013603902,2.7281005930308364,-0.07549273763698121,0.3241862101787006,-0.40248409689251696,0.3291663483296891,0.609180308875205
m100,0.9416097190945316,306,-83.91439069182063,3.2328675198654477,0.17100310660702872,4.770111156798096e-14,0.5702159142104695,0.5257232255976158,1,12,0.8854449296670401,2.676099385978768e-06,11.146977185513903,6.234253291786762,0.12407509729416463,0.11999017596425175,0.7919505315314839,1,5,0.6388536343484503,0.44504734817432956,0.8788574998393532,0.22165910136292363,1.977590826125874,0.38073080500705775,0.07488097187367182,0.028425548588682452,,,,,110,0.6648084070895733,19,0.6490108408299047,0.6854495006897824,2.78400853367194,-0.2147883050259444,0.38568788211516697,-0.4691915992211519,0.5534508530567983,0.6600079538312986
m101,1.103754522649035,306,-15.100316958076206,4.465628962340136,0.2685589771397742,0.0,0.30769764443488495,0.8980212145759604,1,12,0.9716653848681032,5.2488302321182635e-08,15.004231657994106,5.287043740374678,0.040856005882391785,0.10004830928714184,0.7624775803752152,2,6,1.0209422677577897,0.3297372594150708,0.8792158358030622,0.4486179734890611,1.172258377820401,0.02032171478865082,0.08081320375289093,0.08081320375289093,,,,,61,0.35993160873542757,19,0.7001443391992329,0.9009933593772361,7.156075210801442,-0.37314165742224276,0.17207115189691943,-0.6179168114189862,0.41676058672032373,0.8755438354319234
m102,1.0056600690692974,306,-72.32912401547003,3.4421603275681925,0.25229346430543,4.63304643455567e-15,0.4534062488077292,0.6277261690920066,1,12,0.9185661762251598,2.0194139499936283e-06,11.31013358341304,4.705614989153873,0.06922876654476005,0.137902794445556,0.8582023250926571,7,11,0.6982443447908124,0.31690052452836276,0.6061387767949464,0.4518407681006671,1.4874028622665862,0.4364028997339726,0.08562980740792023,0.08562980740792023,,,,,70,0.5614861370466281,55,0.6577159288947614,0.7106400948821401,2.9993581157150855,-0.12404082099999961,0.3326936700211279,-0.41528098465354457,0.4120939369262388,0.8336065873727151
m103,0.9014120544381534,306,-80.93029660669106,3.1071631719484305,0.18818822227852736,1.6793275503235507e-13,0.3224130002368249,0.6070096286471607,1,12,0.871076990958001,9.390952154751855e-07,10.822509944371438,5.018642876978907,-0.030297015747735554,0.07022827604784468,0.7646653183612595,1,6,0.5923204859814907,0.3622698578471061,0.9414691159799817,0.3486995359140803,0.28653422777257914,0.18794294956096616,0.12675905612215094,2.6685300311723077e-09,,,,,12,0.5939153471650059,73,0.5642768471478639,0.6971981662376535,2.8501284883137137,-0.2744771484566005,0.37180462654879004,-0.5638720302901221,0.7004773784268781,0.7430392888485235
m104,0.9449262815157099,306,-22.81947193504581,3.2341384224107452,0.4924869200629832,9.96683547150239e-13,0.19735584916128937,0.836917503408353,1,12,0.9298943509134654,4.0274822576563445e-07,12.455827937641839,6.362868155967398,0.11118592343335175,0.10140580057757057,0.6351517025311664,12,5,0.9065443958376855,0.15017392375553568,0.7219752083643213,0.07964500177737352,0.5535732742261547,0.17711953664186794,0.6861621276785566,0.0,,,,,23,0.45471428172167294,61,0.6335918049208151,0.8936044426205205,5.758422613359846,-0.280325549400068,0.1456027309973251,-0.6355430654324453,0.4713652060768259,0.7633304881502357
m105,0.9361649584762397,306,-43.36223476193983,3.613270614992058,0.3106815345304274,0.0,0.3680594951986893,0.7584310421450802,1,12,0.9193753912401774,2.7501527106807237e-07,12.612644256036958,6.25395670255136,0.23805265713363677,0.2644278614589006,0.7490952708627008,7,5,0.850928096482483,0.30957601549673236,0.7355563999547083,0.43902013786693644,0.7489432416120125,0.13228130455681683,0.2046573261758045,0.0,,,,,22,0.5004298283875275,63,0.5742053707271765,0.8046352952156393,4.628088634330058,-0.1875118096965033,0.20585470993860738,-0.4904031549001123,0.2748823501552357,0.8032596588327259
m106,1.064409365647468,306,-38.56833287511935,3.8617172529774786,0.20237116308446756,2.1873089240529195e-14,0.323973603618827,0.761205278961761,1,12,0.9028373862129605,3.989844661775381e-06,13.093645995722225,5.238474577726734,0.21956613172458694,0.16319814416042344,0.6883846879204324,1,5,0.8416648233781536,0.2335182139079116,0.7254381497694424,0.30990507228233916,1.9368279790206258,0.2780639528168899,0.5472868163912588,2.4849967967571234e-12,,,,,96,0.4860192949802758,37,0.2081461064111626,0.8279087072611995,4.619713658537534,-0.23589769374288763,0.23282196215704384,-0.5810815091216158,0.4823833580618369,0.7894882430250203
m107,1.0908898410695809,306,-46.512151066249935,4.113937229157447,0.2665900820617833,1.3796988231284255e-17,0.16725285374567497,0.7586137976605515,1,12,0.9056350452862869,1.7093744568062506e-06,13.547675008779601,2.914965710574836,0.13672753512403957,0.16564023303188813,0.6912911150529424,1,5,0.7980428909086944,0.3785364444577842,0.9644901716392595,0.3435531363049493,0.8019646183408704,0.1595229723775062,0.16009846113917325,1.011798149011996e-13,,,,,11,0.4731575705608171,66,0.2363659739774734,0.791667080402544,4.734041147761725,-0.3027511393420797,0.3392572587495804,-0.5654742389851003,0.5873681486707528,0.7825517902295644
m108,1.0959739880786874,306,-26.196129116310527,4.101713626457419,0.46639995022489733,2.542987333898796e-13,0.3053567454267431,0.8317051472598863,1,12,0.9588317096813826,4.2763213498384315e-07,14.003810297119514,5.209419356080858,0.20344390305345636,0.12527110943487965,0.7960903642641122,7,5,1.033557967126011,0.4775412233095732,0.8783297456311239,0.42224684911944627,1.239372378730307,0.08362589312313524,0.19445734192800238,0.0,,,,,84,0.42386252948077147,39,0.6398982679467617,0.8506583506541795,5.928118499470271,-0.2530554170331674,0.3387634030466246,-0.534766364411243,0.4072879617468885,0.8279057801775619
m109,0.844316340206803,175,-97.64431247333944,1.7587046241804654,0.17631517014827977,1.2688935677483378e-11,1.783227449599619e-10,0.36639205492077104,1,12,0.5502057189885854,4.651097462115867e-05,6.13869944047647,0.6890124270320483,0.09730685619481366,0.24515794214041767,0.478976006968162,12,7,0.27157108634964655,0.35388472926422043,0.8833368983338306,0.3681942952246121,0.9378297115678688,0.8358664888644517,0.1364814046585546,1.6986881138657734e-13,,,,,7,0.7443543898259034,54,0.1081656801369052,0.46921244809316964,0.8976408066458115,-0.39429346196957943,0.2577038367291056,-0.619117740780744,0.5313003271485908,0.5322981945341134
