unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1
D1,1.0738349785100765,989,0.7925579239917205,12.216538730382172,0.9999999849637957,8.64572382337261e-06,1.486192175791339e-08,0.6495827795523615,1,365,0.9990996213730169,3.1744346541154777e-12,30.802381788055655,2.1727717152590147,0.9533668951701777,5.793791202051447,0.9429509420533795,179,303,0.9943931648908081,0.00706963913432668,0.48733187191911304,0.004896011704222181,0.019158622056618953,0.002342992123416039,0.9758320604583504,1.809524032610965e-19,,,,,150.0,0.24506093908533375,3,0.9969981973875177,0.9970210707457321,9.686751050458758,-0.025013657509337015,0.007319393412732371,-0.5171555742697186,0.2709246162394098,-0.006938158051026262
D10,0.9717132087578186,657,-7.954828262099263,4.388884834536404,,,,0.0,1,365,1.0,1.2808581695815034e-66,11.87145853142652,-6.25888230132432e-15,0.16627591693124905,0.20052878103394778,1.0,285,39,,0.01676333049209137,0.4928397811063181,,0.05460530550962375,0.0,0.9999952838953047,5.0105206969729656e-11,,,,,18.0,0.36813918571675824,57,0.943698550051339,0.98583549460635,8.426289444227626,0.00016060778828242515,0.02101316441885601,-0.5237506227087498,0.2992459506823153,0.18897438030767277
D100,1.0282818413773787,989,-4.804459541136519,7.066375118020457,0.9956400773427011,6.335894455505713e-10,7.417636464247536e-11,0.11838604109183078,1,365,0.8220955960382705,6.07797462399214e-08,-21.822963895408563,-11.113731813881436,0.9797603157101744,7.9720732422580936,0.4297251739800687,170,262,0.9893255678162101,0.0005835963056613769,0.48636033708882553,-0.016739480090842772,0.2166735931989828,1.1660001168422889,0.9999999850988388,1.3135766263815948e-16,,,,,339.0,0.21956982182742263,12,0.9854863851465058,0.994494236108716,9.39966386662018,0.0016897311116249659,0.0012226993214367898,-0.5033690272181953,0.2552488176643335,-0.21632748936530807
D1000,0.9453875357144591,1035,-3.2632535966855274,9.113439992926452,0.895125560129127,9.589983358514098e-09,4.0725402828871344e-11,0.48356737004785677,1,365,0.9801327759718774,6.26103089075047e-10,27.77281557707436,0.43106254247391484,0.9143795053801649,5.452997120752741,0.9424961031095451,240,102,0.9814306427299433,0.01856929375395927,0.5819947145861499,-0.01077570020776571,0.020031596711615432,0.027777605353391605,0.8744709834776189,1.894415496330336e-19,,,,,56.0,0.4089504190166913,33,0.9877522984458905,0.9892084799501893,8.987104552907073,-0.12072908467640928,0.022840427104612596,-0.5500088499918699,0.32131375319947497,0.09579629762997802
D1001,0.9177175949277613,1035,-8.899506584684175,7.042486017068767,0.886202334001329,1.5786161968847175e-10,4.36048262957471e-11,0.598613782622158,1,365,0.9218389502552429,1.3132962035099845e-08,27.2222933750201,-3.2522557484245236,0.9494393858472581,6.889479556798394,0.8202890537818601,188,102,0.9708423345038685,0.024841113598286658,0.5890779755497499,-0.004410904954068304,0.04427055269215489,0.1600264660953155,0.8634728260696111,3.2987587931954765e-21,,,,,29.0,0.4362881059237351,55,0.9755490163315704,0.9818754925838212,8.478741227805159,-0.13382575939954042,0.025887852616854834,-0.5602589682984633,0.3291023901176478,-0.04108151922378185
D1002,0.9384862478969414,1035,-20.26326744032802,0.7398565689104314,0.9360577146640873,5.3172705122652784e-11,1.1977825260180913e-10,0.06604820677873074,1,365,0.22120120778908314,1.2872188436621997e-07,5.752954939841359,-3.420881691972226,0.970355895112051,7.43063283954478,0.8166235125529111,100,120,0.9598847811985072,0.005397629799767368,0.5420181871614222,-0.019391977890534956,0.08307074285888728,0.0003362421670952123,0.9401934599329476,0.0,,,,,45.0,0.43971507309520314,43,0.9793968870976631,0.978232167319359,8.114528523111778,-0.05524786152904048,0.0075810125552734624,-0.5098037632798049,0.26457832422624705,-0.016554734197113213
D1003,0.935400559257765,1035,-4.095083116099554,8.655957481670526,0.8921752907525455,5.3287967329423845e-08,3.557821798296172e-11,0.487504104824803,1,365,0.9788900708125715,6.743985729059373e-10,27.165274572040467,-0.06286122307071319,0.9037533455111207,5.042436217949562,0.9485990880314483,240,102,0.9801926488738315,0.018521406229464146,0.5845342979699046,-0.010479191848734278,0.02010220813092705,0.042156614017587316,0.8725589958166076,1.0956950601640361e-19,,,,,54.0,0.41400287429722693,39,0.9862694971956055,0.9883824501548524,8.92148863734205,-0.12281817642534969,0.02313451505970897,-0.5513671356613687,0.32305998622833887,0.10213877112793485
D1004,0.9313014692141227,4058,-3.0129432544119754,8.089127360760296,0.9550680872048293,2.000087970222085e-05,1.9607798870014062e-05,0.861533813648576,1,365,0.9457202124267199,4.0587825319482295e-10,28.737452990962467,-2.4446666877814986,0.9779889661958064,8.133692682763694,0.35384809793902716,32,95,0.9984886388150485,0.006656196428084143,0.517425653342117,0.0011550362445753996,0.002286296995493441,0.041893769773298825,0.95171994654166,0.0,,,,,304.0,0.19990103242089843,51,0.9890704167521082,0.9977465808047417,9.783258015406195,-0.0429249799167263,0.006919316682063863,-0.494445883591946,0.2486261604290169,0.31562824615722584
D1005,0.8752128950664928,1035,-7.963866846264129,6.220387336320574,0.8840354988286975,3.2107799564790576e-10,3.001792322342366e-11,0.41383500057349654,1,365,0.9662799797008178,1.0299267928898811e-09,23.48107411538864,-1.305897871594795,0.8703128401306522,3.8972469320702623,0.9614676015809941,130,102,0.9739859047816948,0.01833927291369141,0.5910144032560285,-0.005695459463995762,0.022425433769944728,0.17051407329871948,0.8684047361396732,1.7770418861493988e-17,,,,,34.0,0.4292062485409545,61,0.9777148451076612,0.9844051724704938,8.612302001017449,-0.1272367711557827,0.024190650339594378,-0.5543371235306847,0.3268060868850983,0.11988367682559901
D1006,0.9692519093784293,1035,-2.8259724258448644,9.171812888432436,0.9054096778988643,2.9296640649447938e-09,5.4087009004777255e-11,0.7378010569874487,1,365,0.9636532392841045,1.9405052188823824e-09,28.70247048942791,-3.1007655089876947,0.94993059406683,7.352035218127355,0.8857729589513821,305,102,0.9808141854796536,0.0239671974331954,0.5784415220063017,0.0001816363337856661,0.02467808673837225,0.008241961987929565,0.8661930893358488,6.447416591877302e-18,,,,,65.0,0.41789336719767783,23,0.9859689791332551,0.9881916069637576,8.957345136556484,-0.11935424633564198,0.025985081667335836,-0.536320980160712,0.3066190908493122,0.041221975506711375
