unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1
q1,0.630727610889276,55,-39.363003003233516,1.46959957294556,0.2512200782933004,1.0073485301609e-17,0.7487799217066996,0.0968115304875581,1,4,0.9641459041405113,9.32948097533119e-09,2.1682019798410304,-0.15864124273596625,-0.5084126665584102,0.3419713101027039,0.9959500567632226,3,1,1.094468848921207,1.5303837874041357,1.2803459401971773,0.8917877380585686,4.041699838223333,0.07797479796311446,1.4901161193847656e-08,1.4901063990715852e-08,,,,,2,0.4438104304861512,27,0.9373374008342111,-0.0177137489242352,2.3584605529900293,-0.21692829572549113,2.5003197213683963,-0.38105784241309193,2.334819069505618,0.923398109323062
q10,1.0644089842124798,80,-28.22363222643937,1.4310079057067628,0.5101304295380618,8.509938176514003e-15,9.088491909053311e-15,0.7380833093306796,1,4,0.8991451258167946,1.845013841374617e-05,5.961075535763166,-2.334564456187922,-0.481528698772165,0.4866220154628994,0.6568664728908458,2,1,0.739312533175091,0.588914424912358,1.1417573967646013,0.2955314511243697,0.5612722109541697,0.16138388935421114,0.27300385429776963,6.016090469564335e-16,,,,,3,0.6421205676060139,19,0.3732212679986926,0.5732831681140074,2.1400067070458664,-0.6236358455580641,2.2031917415807705,-0.793886838106948,3.4227067369353343,0.6055623387179988
q100,1.093397268943413,102,-9.596886447224154,1.9707326179654405,0.5427483330836465,5.627529961514933e-18,0.3660195696643576,0.8744600707649538,1,4,0.985139862317237,9.49567910115232e-08,8.867554173543695,0.28434787483972535,-0.3800134299072291,0.9037587563776783,0.9035745523325388,4,2,1.5161360580286072,1.0548878990971835,1.084259371750812,0.3601271917689612,0.5574895683981718,0.02676722826456136,0.21191017503419798,1.1688930106072424e-15,,,,,4,0.39060276920983295,9,0.6984237627106947,0.8449102295607255,5.489213620873706,-0.11646912252884496,2.478826778248489,-0.21811476677952277,1.9870088725636517,0.8900421292544827
q101,1.1679226074962348,102,-3.58488096593683,2.055651402052819,0.5399221152589448,0.0,0.26092376209904883,0.9363856741510684,1,4,0.993085650272246,2.046630898785577e-08,9.410009150983242,-1.059756668574099,-0.37271163071276053,0.6050540293129375,0.8988450592693237,4,2,1.3726712022123788,0.7836264727957813,0.9391517160693769,-0.012402618739271731,2.0118701075169247,0.010540245497936591,0.22492633974460038,0.0,,,,,23,0.3593010177313411,5,0.7871773820678118,0.918621172602323,6.430412414648337,-0.039361968416317485,2.646752599141908,-0.11208412833047739,2.2797928007337593,0.8870922920764337
q102,1.0887191818968813,102,-16.56902346198502,1.99635476809304,0.5896798792219621,0.0,0.24437374664917655,0.8056042013697619,1,4,0.9859062581145555,3.319221450224716e-08,8.842178187006777,0.908351348836785,-0.5250613193521252,0.7289145161495675,0.9181491367055952,4,1,1.3276197495625193,1.1305807354221022,1.3553457163470175,0.5332095607673372,0.6965644588096987,0.034540880947225204,1.490116137903933e-08,1.288542071130097e-09,,,,,3,0.5089854007654023,17,0.774134542606954,0.7544765471787447,4.418457417556395,-0.5741690725559982,2.7158952894631123,-0.7411689234190486,4.010659480501184,0.8251141779577658
q103,1.1230113905474295,102,-4.987831833678235,1.939112273824562,0.3881519942402848,0.0,0.32010088258389,0.887919902861575,1,4,0.98643516839816,7.152535724948682e-08,9.163100682260795,2.876631726737684,-0.4918353106151242,0.6029964333004654,0.8475430905455295,4,2,1.2378940303352324,0.748362443751311,0.8778571012138662,0.1694800401010897,0.7844395297240144,0.031112553733133316,0.10255303315052439,0.10255303315052439,,,,,32,0.4606796234305971,9,0.8683660051555903,0.8964214537600412,5.614064907649311,-0.14561811333661892,1.7112483075450322,-0.28640383681594894,1.2120640853368454,0.8517736766392252
q104,1.0831971750553882,102,-0.7654822646553003,2.040120368805223,0.40312499794206597,1.7934780864038035e-16,0.08959877715258718,0.9438626858799228,1,4,0.9799382250491956,1.2072698156979203e-07,9.44641867914553,-0.18186794030923387,-0.5328083606941497,0.8757118421948673,0.42900335949755475,4,1,0.9956993435930902,0.46980821197561135,0.9711287327459792,0.03844220441809419,1.5498943535763923,0.003207760214476088,0.37461222014270684,3.13314265604749e-16,,,,,14,0.35961976357319364,5,0.6136336499197177,0.9199664692381896,6.6355621660105175,-0.47587310070503286,0.45712813276023995,-0.6120382043603573,0.6649405752838417,0.8557457456754687
q105,1.1372359632979487,102,-16.366440200778527,2.070571240687565,0.1893115706458102,0.1893115706458102,0.3076262044424506,0.8545896613945279,1,4,0.985158851340605,1.112883227196133e-07,9.087522909554389,1.2833806378663466,-0.5754656841283278,0.8628559585747522,0.8962520316421285,4,3,1.4875962797456241,1.3286424493814348,1.9378506830453157,0.49280307722707023,2.4080588916093895,0.024959307703949902,0.13940756979121927,0.13940756979121927,,,,,7,0.40455753434299974,13,0.8051480496649408,0.757212845840919,5.815623912949592,-0.8499297447958913,5.669850789408782,-0.9122141916789629,6.628293312189789,0.8937071385592978
q106,1.0948336076584286,102,-30.195810037315695,2.0516687057226184,0.2752245280134343,0.0,0.3068145880123607,0.7709202030497669,1,4,0.9802757666029259,1.0798220222170706e-07,8.797450562735637,0.9636896560244153,-0.5164273521558775,0.4041365805664937,0.918253037762177,4,1,1.4208771003434875,1.2913488560906061,1.7834530247907503,0.6316136722118748,1.239991320141987,0.05362363176430291,1.490119437050232e-08,1.4450905437238142e-10,,,,,3,0.5324631282126036,17,0.8187355386253679,0.6579574977682237,4.269600692132267,-0.7410572050495785,4.269014883965715,-0.8476522050150423,5.6028482844701255,0.8585350111633283
q107,1.144636925590356,102,-7.33589469560131,1.903867471319823,0.37266478602525505,7.376403683769961e-16,0.1469476468237024,0.9394671559078165,1,4,0.9692246088698296,6.780651416893069e-07,8.770394951683633,-0.3257604274020808,-0.4008571789275217,0.4522393491517583,0.6170334516073916,4,1,1.2932744395667288,0.755602402715074,1.260678824942957,0.3508589416629087,4.02078099383279,0.028900580574306917,0.2411434939527652,0.2411434939527652,,,,,11,0.3157206436113711,7,0.5770588496671665,0.8613257926881164,6.578023324516155,-0.6739852923936127,2.46167567000425,-0.8098287990366574,3.5265154838883737,0.883465720965164
q108,1.0662792720696426,102,-5.333277272950016,1.8802665543164325,0.3298093258607672,4.870347250498606e-15,0.22299477215263108,0.94520531908803,1,4,0.9706697297994665,3.66496067613082e-07,8.788684338625488,-0.8813886653305814,-0.1950564975586514,0.33621813178310095,0.5442979294256985,1,4,1.1563936739975502,0.5588506696763735,1.1875335583147948,0.3983279846625533,4.8417753612051495,0.02211868756544057,0.3488628069526109,5.394023796272127e-16,,,,,34,0.35346164410529846,7,0.23248027813708316,0.8881181553901425,6.206876516686787,-0.4996695366807476,1.6609803718951088,-0.7327174174575727,3.0715637713219883,0.8564181909448976
q109,1.0453560949636516,102,-3.209579227698322,2.067157178793263,0.3739210482371327,9.39153957467692e-15,0.264733260515304,0.8991188918829257,1,4,0.9876987450665882,8.344634618208268e-08,9.376704540309845,1.8518311684259263,-0.3881815694882085,0.4500939599760885,0.7860785948017496,2,3,1.3994076368157145,0.8771569886096523,1.2351893048189289,0.30087278297395914,1.2598357798744777,0.0076308172467421595,0.12489215016169701,0.10255456426387746,,,,,31,0.39678696013504533,7,0.8149069218184827,0.8691349858805433,6.340694744951726,-0.8471618126042721,5.406822676483832,-0.9302538499174837,6.324609433498194,0.8678450610893872
q11,1.1756617320343496,80,-38.96782784906014,1.7394488120877902,0.5702571928068209,9.577287707790639e-14,0.18041815089065089,0.6888115381224985,1,4,0.9135980674006862,1.1161630755374813e-05,6.24737434998603,-0.2527156289369055,-0.44458361970798826,0.4171050247020837,0.7791169371280432,4,1,0.7474339917594428,0.7333380338481865,1.0689038389758614,0.3856402165160732,1.0891654940861935,0.15379808058508643,1.4901161193847656e-08,1.3551752862984694e-10,,,,,2,0.5911014569803437,25,0.6598088271087788,0.446642596497924,2.1990683912098237,-0.7029707115672005,3.6661471240867916,-0.8512227553077693,5.157139056502017,0.6378548972354948
q110,1.0226184398420848,102,-1.9081171997003206,2.0074706086527105,0.740253592143528,2.0698221587416586e-15,0.2467740057281764,0.924800391263998,1,4,0.9921565832219238,4.4818555439242494e-08,9.34584947904771,2.2140465565333054,-0.17501196488800855,0.37232874703258784,0.8171679740249618,4,2,1.1324414591419165,0.6298929206895918,0.7831657675628518,0.13880203477211916,1.4477093207326157,0.0074688240399655185,0.338752296950961,0.0,,,,,42,0.3569051920472025,5,0.7285950824200309,0.9365611026573062,6.465324739043996,-0.10971875425396048,1.3253587924123198,-0.29865632766509587,1.1097837886574813,0.8599753107283475
q111,1.040281846682458,102,0.45202450209966694,1.9030726897508274,0.4412247019731681,0.0650412144942236,0.24706208849832684,0.9130022918767938,1,4,0.9937117332870486,1.6015785531260914e-08,9.199088874721461,3.6437913034095746,-0.5339668497776555,0.6865406284122957,0.7140519694709695,4,2,0.9576525741394482,0.3844700195851669,0.7787441745918395,0.1301821183723277,0.5432092734276651,0.004929098654858358,0.3346644854006063,0.06700348874636719,,,,,46,0.40233257804387634,5,0.9442637603179502,0.9511821154820407,6.299178378739097,-0.20916239524218674,0.8133386384275951,-0.44409558030512036,0.6804707794533931,0.838570127607206
q112,1.0696651940095256,102,-6.145691052423605,2.0266521732361213,0.6170411154579775,5.5993596278487e-16,0.2736489406536649,0.8860420503206785,1,4,0.9907895735068389,3.7436560262537013e-08,9.248868811436985,0.22967651003478173,-0.5068906774246431,0.4664274752733069,0.8720757003826252,4,3,1.3972677903185922,0.9334868753818167,1.3825430440507438,0.2940403252536935,2.0368287126127735,0.021137127887662522,0.31406133003615583,0.0,,,,,19,0.4321597910021108,13,0.7300689071399972,0.8450080333694895,5.623011535871509,-0.8345178982548497,5.3677044546619594,-0.9204651588311493,6.374202376337499,0.8335436605789756
