unique_id,MetaARIMA,AutoARIMA,AutoETS,AutoTheta,AR,MA,ARMA,ARIMA,SeasonalNaive
T000000,2.6992108211405252,1.4064229140833235,1.4066412800282897,1.772560864680813,2.305557687258636,5.51138218032569,2.3552619117276445,2.1718344114682577,1.4064229140833235
T000001,4.929308195732869,2.0546138005384185,1.2823901263833974,5.032048014691695,1.3900912814815163,2.955309037341829,1.372704461551803,5.467917167405151,1.2824321251263888
T000002,4.737357421206442,4.737357421206442,2.542376301185193,2.4725613930927084,4.0340016800811345,9.68838644026576,4.8924789993195965,4.618537055489419,4.054284997486204
T000003,5.860535800335887,5.860535800335887,4.167194605056497,3.6844910733311402,5.646887515722455,14.169268759406945,6.31650259749275,3.2392295476422577,5.690739373025577
T000004,3.1825218634742405,3.1825218634742405,1.6763609593349715,1.621969755963149,2.5255710690345863,4.349756146451203,3.5993404355850704,2.8628645413210334,2.168590288842832
T000005,4.534878481567877,4.534878481567877,3.593557215926758,2.7123957647985324,4.489664304359522,10.54148551934073,4.197944214572083,4.817385920366426,4.534878481567877
T000006,8.362739396758936,8.362739396758936,6.304587693171937,7.074766580083224,8.40698257072586,12.044173994942364,9.031669564288137,8.136278132978173,8.362739396758936
T000007,0.844996092227057,0.844996092227057,0.8450132806441273,1.4834693136547354,1.0402430591816758,1.6848646176451247,1.1448034532442457,0.9399742248092585,0.844996092227057
T000008,6.819686436213824,5.564180911555963,5.2722060892724905,4.690489128769155,6.863437884520381,12.574611341701866,7.122532193725949,7.787085858072902,5.869868291203754
T000009,4.647405290392925,4.647405290392925,3.6593440485874127,3.6437912758780593,5.467916485085851,9.42168244173122,5.92840023991096,4.65196917602059,4.918543947825047
T000010,5.73567498048196,5.620563712102766,4.610989397615489,4.0796967851102615,6.062497017303534,13.278146344936154,5.717547709934518,6.466381583126772,5.620563712102766
T000011,3.9719749795778507,3.9719749795778507,2.6837859474910526,3.286782568528121,4.60108999216962,5.7769091369993255,4.846480213637613,4.606901180443556,3.9996512019929096
T000012,2.659500078894847,2.659500078894847,2.5959553782634806,5.601645510220421,1.9798856973859134,11.050756287010062,1.751473333703623,5.008717197254467,2.595976476561178
T000013,3.2788316677541625,3.2788316677541625,3.8300740276125635,4.235827163213003,2.918699382997234,3.964600925174395,2.995165025275385,3.3884640531581582,3.0868953154987873
T000014,3.4106299187086635,3.4106299187086635,1.498353116972706,2.1314936745080852,3.396351793769641,5.773873830168015,3.6596225437528793,2.66085215609782,2.41131891681278
T000015,6.303041401946835,6.303041401946835,4.4696906706998565,4.433334202770695,6.748146936575543,13.937692935408762,6.685046023778047,4.452078354655067,6.303041401946835
T000016,3.2085127566709892,3.2085127566709892,3.0103464656640537,2.919137697573744,4.04340151415941,9.244011789690099,3.867854093954113,3.0959110073685903,4.098110943320246
T000017,18.411331271679142,18.411331271679142,20.221138574709848,21.801566505146006,25.437245585925133,33.5428706979992,24.8327183761284,20.23983857991389,25.09462227215933
T000018,1.2102661442274754,1.2102661442274754,1.2102661442274754,1.6429861869433025,1.4671351079787724,1.8137276304702326,1.573372774320324,2.4275587716885725,1.2102661442274754
T000019,3.714418359902118,3.8214606985427952,5.153125098661158,4.655468851892742,5.084997914127861,5.055882955429759,5.269832262556337,4.8113737369827625,3.714418359902118
T000020,1.6242238172601207,1.6242238172601207,1.8002694340961536,0.93797008879549,2.5355192231927375,4.638430462999089,2.704071504549687,1.3305137995217609,1.8002384634816544
T000021,25.965047863646976,25.965047863646976,25.965202443294885,24.25695692920331,27.05468858350341,29.793956264588115,27.339763588742876,17.288382975971675,25.965047863646976
T000022,8.06226397021394,12.691981007034897,11.690468001595073,8.164752161632089,5.1390138127446185,7.563795986299274,5.445902024298231,5.219147233199767,5.511815401723658
T000023,1.3643845428510646,0.7057246605987398,0.8685462053830745,1.5741124795683732,4.811913742880161,16.65084766214283,4.402828368931647,1.0308506292155482,4.485815602836879
T000024,5.582136321910789,5.886185611709455,4.892713842884996,4.379792185567108,6.776906900236334,15.050518088381871,6.4830814297656705,7.0092448878776485,6.800337587865335
T000025,6.128471608931435,2.482065507087245,6.06020526391164,5.941068486005821,8.440625013010058,18.892204981023824,8.104475418404611,10.356134629358804,8.080247947729937
T000026,0.8584060387977189,3.5337029246946066,2.7792597413388638,0.7162767537253987,3.7629912522701163,16.959259920456986,3.7431701263366355,3.30885792566431,3.414073151935503
T000027,3.247026982107453,3.247026982107453,0.9249443853173842,0.9529857729324052,3.837677025495635,13.643682262485434,2.3045686556583496,2.6913472525508544,3.5450925275240106
T000028,5.657068632420772,4.514758518366947,3.245342846109122,3.457240112505131,1.1683708141761806,9.31383131968744,1.1943231559862897,1.40417042371736,1.232553366174056
T000029,1.8836729658527582,5.678761290154932,1.7099280909301786,2.3658779270824275,1.7699002054278867,9.292776783896866,1.8020681004814847,2.394183085298135,1.7099280909301786
T000030,2.597781756689545,2.597781756689545,0.9709855241383274,0.6614620125638802,3.4122499054179927,8.70718771820682,3.4154534312607394,2.079635610836113,2.597781756689545
T000031,5.396741855043954,5.396741855043954,4.164666157772758,4.433630034123484,6.579155039795127,12.593991435434363,6.69104245538231,6.340780647982742,5.984827047501143
T000032,2.9769947934034113,1.3662344318821544,4.255133158504512,1.6327210804244348,4.907128868207879,8.350276558674103,4.295253240141976,1.735822139824438,4.2549252941954245
T000033,1.0664843221444378,0.88798936211819,2.6923044008474286,0.6908676682762819,3.063162588138502,12.537772003240605,2.970820013679698,1.5396032160948274,2.6922054049825963
T000034,0.9641281737849262,0.9641281737849262,0.7206944781789255,0.6673045865633075,3.555506117267214,12.376036473783987,2.752376520810254,1.138934936675646,3.2853746770025842
T000035,1.1495596914373631,1.302632505934651,4.182436225277653,5.065461615266797,2.4654035290207443,7.589640826907697,2.2744136974010787,1.4216626753259254,2.45580978017048
T000036,0.9286142461513487,0.9286142461513487,1.2532558339501547,1.2404405893769652,2.632199771997516,7.268384942967811,2.4327167935178178,0.8896508268724778,1.9935141509433962
T000037,1.623029001655841,1.623029001655841,1.345318002479409,1.4146190867269,2.8135056761261614,10.453403876920238,2.5294615360692303,1.7156335960334734,2.32775351770985
T000038,0.6468162639048715,0.9144624679983517,0.6467594187043763,0.39587447997204045,0.6122626038428536,0.8744520004250645,0.7638432841380935,0.8476263658890966,0.6468162639048715
T000039,3.161610546578186,4.254400014946403,7.4531002174392516,4.0877448504835145,2.8965114160738055,7.655442396369197,0.0,2.716367001099737,2.880373831775701
T000040,2.0859931485180447,3.6037151756810775,3.0838801811283716,1.0948127214551844,2.7122084676624385,14.331629753753719,0.0,2.9058165854467064,2.2950775815944358
T000041,3.940490510454784,3.940490510454784,2.362001604355818,1.606620573681741,3.061483087152734,7.456546125792501,4.514156008374948,2.389691348564917,2.3621525834732324
T000042,1.5147861080317722,1.6888872393201457,0.916325618061451,1.3763942291582898,1.9240652839275127,10.025089501308695,2.339239544068525,2.0368999978131357,1.5415270517803692
T000043,5.541331665065111,3.1395015754798057,4.562969788387915,9.399802617444859,12.234761937661942,25.898179924815402,11.079287403285722,7.23410625424528,11.778859925522772
T000044,6.715337535742769,6.715337535742769,7.857440788209427,6.031919379704362,3.2879183519831976,5.848014072081922,0.0,3.2679326027374094,3.7870681055590825
T000045,5.213425460000113,7.740012766103237,5.330298802546368,5.130500331615842,4.724699584412885,11.01779813870845,4.432628462856677,7.378816877748082,4.740683512088711
T000046,9.469340693880794,9.469340693880794,3.09700882294062,3.8698742516963884,2.5115139858097257,9.65193180610058,2.467608505184077,9.312390579307474,2.6991924629878867
T000047,2.741463264648108,6.7054750598515644,2.527361305806027,2.590906590497544,2.4762843838946442,10.812248339380323,1.9487249411270993,5.712614951701017,2.3923775180303406
T000048,8.530652860883544,10.441563437604156,5.69419137478804,3.0732151967430905,2.848921917203953,12.570992252663276,2.342277263350955,7.390198023043757,2.8665735338428244
